name,meaning,gender,gender_m,gender_f,korean_meaning,celebrity
Bard,Battle against peace,boy,True,False,평화에 대한 전투,"{'name': 'carole lombard', 'net_worth': 16000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.61, 'birthday': '1908-10-06', 'age': 33, 'is_alive': False, 'death': '1942-01-16'}"
Barden,From the valley of barley,boy,True,False,보리 계곡에서,[]
Barend,As brave as a bear,boy,True,False,곰처럼 용감한,[]
Baris,Peaceful,boy,True,False,평화로운,[]
Barlow,Clearing of barley,boy,True,False,보리 정리,"{'name': 'gary barlow', 'net_worth': 105000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['singer', 'record_producer', 'singer-songwriter', 'songwriter', 'actor', 'film_score_composer', 'pianist', 'musician', 'composer'], 'height': 1.75, 'birthday': '1971-01-20', 'age': 51, 'is_alive': True}"
Barnabas,The son of encouragement,boy,True,False,격려의 아들,[]
Barnat,As strong as a bear,boy,True,False,곰처럼 강하다,[]
Barnes,Very young warrior,boy,True,False,"아주 어린 와리, ","{'name': 'jimmy barnes', 'net_worth': 20000000, 'gender': 'male', 'nationality': 'au', 'occupation': ['singer', 'songwriter', 'singer-songwriter', 'musician'], 'birthday': '1956-04-28', 'age': 66, 'is_alive': True}"
Barnett,Living on a land cleared by fire,boy,True,False,불로 개간된 땅에서 살기,"[{'name': 'carol jenkins barnett', 'net_worth': 1100000000}]"
Barney,The son of encouragement,boy,True,False,격려의 아들,"{'name': 'tamra barney', 'net_worth': 2000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['entrepreneur', 'fitness_professional', 'tv_personality'], 'birthday': '1967-09-02', 'age': 55, 'is_alive': True}"
Barrett,Rule like a bear,boy,True,False,곰처럼 다스리다,"{'name': 'jacinda barrett', 'net_worth': 4000000, 'gender': 'female', 'nationality': 'au', 'occupation': ['model', 'actor'], 'height': 1.78, 'birthday': '1972-08-02', 'age': 50, 'is_alive': True}"
Barrick,A barley farm,boy,True,False,보리 농장,[]
Barrington,A troublesome tribe or person,boy,True,False,"귀찮은 부족, 사람","[{'name': 'barrington levy', 'net_worth': 2000000, 'gender': 'male', 'nationality': 'jm', 'occupation': ['singer'], 'birthday': '1964-04-30', 'age': 58, 'is_alive': True}]"
Barris,"Barry's son, Harry's son",boy,True,False,"배리의 아들, 해리의 아들","{'name': 'chuck barris', 'net_worth': 160000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['songwriter', 'presenter', 'author', 'television_producer', 'writer', 'film_producer'], 'birthday': '1929-06-03', 'age': 93, 'is_alive': True}"
Barrow,Living by a grove,boy,True,False,숲에서 살기,"[{'name': 'john barrowman', 'net_worth': 4000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['presenter', 'actor', 'singer', 'dancer', 'writer'], 'height': 1.83, 'birthday': '1967-03-11', 'age': 55, 'is_alive': True}]"
Barry,Fair-haired,boy,True,False,금발,"{'name': 'barry lam', 'net_worth': 4600000000, 'gender': 'male', 'birthday': '1949'}"
Bart,Rich in land,boy,True,False,토지가 풍부한,"{'name': 'roger bart', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor', 'singer', 'voice_actor'], 'height': 1.8, 'birthday': '1962-09-29', 'age': 59, 'is_alive': True}"
Bartal,Rich in land,boy,True,False,토지가 풍부한,[]
Bartek,Rich in land,boy,True,False,토지가 풍부한,[]
Bartel,Rich in land,boy,True,False,토지가 풍부한,"[{'name': 'alexandre grendene bartelle', 'net_worth': 2500000000}]"
Bartholomew,Rich in land,boy,True,False,토지가 풍부한,"[{'name': 'dave bartholomew', 'net_worth': 1000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['songwriter', 'bandleader', 'musician', 'composer'], 'birthday': '1920-12-24', 'age': 101, 'is_alive': True}]"
Bartlett,Rich in land,boy,True,False,토지가 풍부한,"[{'name': 'charles bartlett johnson', 'net_worth': 6700000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['businessperson'], 'birthday': '1933-01-06', 'age': 89, 'is_alive': True}]"
Bartley,Birch forest,boy,True,False,"자작나무 f, 동부 표준시",[]
Bartlomiej,Rich in land,boy,True,False,토지가 풍부한,[]
Bartolo,Farmer's son,boy,True,False,농부의 아들,"{'name': 'bartolo colon', 'net_worth': 55000000, 'gender': 'male', 'nationality': 'do', 'occupation': ['baseball_player'], 'height': 1.8, 'birthday': '1973-05-24', 'age': 49, 'is_alive': True}"
Bartolomej,Rich in land,boy,True,False,토지가 풍부한,[]
Bartolomeu,Rich in land,boy,True,False,토지가 풍부한,[]
Barton,Town near a barley patch,boy,True,False,보리밭 근처 마을,"[{'name': 'mischa barton', 'net_worth': 2500000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'model', 'fashion_designer', 'spokesperson'], 'height': 1.75, 'birthday': '1986-01-24', 'age': 36, 'is_alive': True}]"
Bartosz,Rich in land,boy,True,False,토지가 풍부한,[]
Barwick,Coming from a corn farm,boy,True,False,"C에서 오는, n 농장",[]
Barwyn,A white mound,boy,True,False,하얀 마운드,[]
Bas,From Sebastos,boy,True,False,세바스토스에서,"{'name': 'lee bass', 'net_worth': 2300000000, 'gender': 'male', 'nationality': 'us', 'birthday': '1957'}"
Basak,Wheat,girl,False,True,밀,[]
Basia,"Stranger, foreigner",girl,False,True,", ",[]
Basil,"Imperial, monarchic or royal",boy,True,False,", ","[{'name': 'toni basil', 'net_worth': 5000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['singer', 'songwriter', 'dancer', 'choreographer', 'actor', 'film_director', 'choreography'], 'birthday': '1943-09-22', 'age': 78, 'is_alive': True}]"
Basilius,"Imperial, monarchic or royal",boy,True,False,", ",[]
Bassam,The one that smiles,boy,True,False,웃어주는 그,"[{'name': 'bassam alghanim', 'net_worth': 1600000000}]"
Bassett,From Bassett,boy,True,False,바셋에서,"[{'name': 'angela bassett', 'net_worth': 25000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'voice_actor', 'film_producer'], 'height': 1.63, 'birthday': '1958-08-16', 'age': 64, 'is_alive': True}]"
Bastiaan,From Sebastos,boy,True,False,세바스토스에서,[]
Bates,Boatman,boy,True,False,뱃사공,"{'name': 'kathy bates', 'net_worth': 32000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'voice_actor', 'television_director', 'film_director', 'singer', 'film_score_composer'], 'height': 1.6, 'birthday': '1948-06-28', 'age': 74, 'is_alive': True}"
Bathsheba,Daughter of the vow,girl,False,True,맹세의 딸,[]
Bautista,Dipping in water,boy,True,False,물에 담그기,"{'name': 'dave bautista', 'net_worth': 16000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['wrestler', 'actor', 'mixed_martial_artist', 'bodybuilder', 'lifeguard'], 'height': 1.98, 'birthday': '1969-01-18', 'age': 53, 'is_alive': True}"
Baxter,A person who bakes,boy,True,False,굽는사람,"{'name': 'meredith baxter', 'net_worth': 7000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor', 'film_producer'], 'height': 1.7, 'birthday': '1947-06-21', 'age': 75, 'is_alive': True}"
Bayram,Celebration,boy,True,False,축하,[]
Bazyli,"Imperial, monarchic or royal",boy,True,False,", ",[]
Bea,Voyager,girl,False,True,보이저,"{'name': 'michael beach', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.75, 'birthday': '1963-10-30', 'age': 58, 'is_alive': True}"
Beaman,From a beautiful hill,boy,True,False,아름다운 언덕에서,[]
Beasley,Bent grass wood,boy,True,False,구부러진 잔디 나무,"{'name': 'cole beasley', 'net_worth': 14000000}"
Beathag,Living,girl,False,True,생활,[]
Beathan,Life,boy,True,False,삶,[]
Beatrice,Voyager,girl,False,True,보이저,"{'name': 'princess beatrice', 'net_worth': 10000000, 'gender': 'female', 'nationality': 'gb', 'occupation': ['philanthropist'], 'height': 1.62, 'birthday': '1988-08-08', 'age': 34, 'is_alive': True}"
Beatrix,Voyager,girl,False,True,보이저,"{'name': 'beatrix potter', 'net_worth': 10000000, 'gender': 'female', 'nationality': 'gb', 'occupation': ['illustrator', 'author', 'writer', 'botanist'], 'birthday': '1866-07-28', 'age': 77, 'is_alive': False, 'death': '1943-12-22'}"
Beatrycze,Voyager,girl,False,True,보이저,[]
Beau,Beautiful person,boy,True,False,아름다운 사람,"{'name': 'beau clark', 'net_worth': 400000}"
Beaufort,Coming from a beautiful fortress,boy,True,False,"아름다운 f에서 오는, 머릿단",[]
Beaumont,Coming from a beautiful hill,boy,True,False,아름다운 언덕에서 오는,[]
Beauregard,Beautiful look,boy,True,False,아름다운 모습,[]
Beck,Living near a stream,boy,True,False,개울 근처에 살기,"{'name': 'jeff beck', 'net_worth': 18000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['songwriter', 'musician', 'actor', 'composer', 'film_score_composer'], 'height': 1.78, 'birthday': '1944-06-24', 'age': 78, 'is_alive': True}"
Becker,Living near a stream,boy,True,False,개울 근처에 살기,"{'name': 'boris becker', 'net_worth': 10000000, 'gender': 'male', 'nationality': 'de', 'occupation': ['tennis_player', 'businessperson'], 'height': 1.9, 'birthday': '1967-11-22', 'age': 54, 'is_alive': True}"
Beckett,Bee cottage,boy,True,False,꿀벌 오두막,"{'name': 'josh beckett', 'net_worth': 40000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['baseball_player'], 'height': 1.96, 'birthday': '1980-05-15', 'age': 42, 'is_alive': True}"
Beckham,Mattock maker,boy,True,False,매톡 메이커,"{'name': 'david beckham', 'net_worth': 450000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['model', 'athlete', 'actor', 'soccer_player'], 'height': 1.83, 'birthday': '1975-05-02', 'age': 47, 'is_alive': True}"
Becky,One who ties and joins,girl,False,True,결속하고 합류하는 자,"{'name': 'becky quick', 'net_worth': 15000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['journalist', 'actor'], 'birthday': '1972-07-18', 'age': 50, 'is_alive': True}"
Bedelia,"Powerful, strong",girl,False,True,"강한, 강한","[{'name': 'bonnie bedelia', 'net_worth': 2000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor'], 'height': 1.63, 'birthday': '1948-03-25', 'age': 74, 'is_alive': True}]"
Bedford,From Bedfordshire,boy,True,False,"침대에서, 드셔","[{'name': 'brian bedford', 'net_worth': 2000000, 'gender': 'male', 'nationality': 'gb', 'occupation': ['actor', 'theatre_director'], 'birthday': '1935-02-16', 'age': 87, 'is_alive': True}]"
Bedrich,Calm monarch,boy,True,False,고요한 군주,[]
Beecher,Living near a beech tree,boy,True,False,너도밤나무 근처에 살기,[]
Beeman,From a beautiful hill,boy,True,False,아름다운 언덕에서,[]
Behnam,Man of honor,boy,True,False,"혼의 남자, ",[]
Behrouz,Having good luck,boy,True,False,행운을 빌어,[]
Beileag,Promise of God,girl,False,True,하나님의 약속,[]
Beitris,Voyager,girl,False,True,보이저,[]
Bela,White or pure,boy,True,False,"하얀색, 순수한","{'name': 'magosia bela', 'net_worth': 12000000, 'gender': 'female', 'nationality': 'pl', 'occupation': ['model', 'fashion_model', 'actor'], 'height': 1.77, 'birthday': '1977-06-06', 'age': 45, 'is_alive': True}"
Belen,Bethlehem,girl,False,True,베들레헴,[]
Belgin,Pure,girl,False,True,순수한,[]
Belinda,Pretty snake,girl,False,True,예쁜 뱀,"{'name': 'belinda carlisle', 'net_worth': 16000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['singer', 'songwriter', 'author', 'actor'], 'height': 1.7, 'birthday': '1958-08-17', 'age': 64, 'is_alive': True}"
Belinha,Promise of God,girl,False,True,하나님의 약속,[]
Bella,Promise of God,girl,False,True,하나님의 약속,"{'name': 'teresa matilde solari falabella', 'net_worth': 3400000000}"
Bellatrix,Fighter woman,girl,False,True,파이터 우먼,[]
Belmont,From a beautiful hill,boy,True,False,아름다운 언덕에서,"{'name': 'juan fernando belmont anderson', 'net_worth': 1180000000}"
Belton,Coming from a farm in fenny country,boy,True,False,페니 컨트리의 농장에서 온,[]
Belva,Lovely view,girl,False,True,멋진 전망,[]
Ben,Right hand's son,boy,True,False,오른손의 아들,"{'name': 'benson henderson', 'net_worth': 2000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['mixed_martial_artist'], 'height': 1.75, 'birthday': '1983-11-16', 'age': 38, 'is_alive': True}"
Ben gurion,The lion's son,boy,True,False,사자의 아들,[]
Bence,The one who conquered,boy,True,False,정복하신 분,[]
Bendt,The blessed one,boy,True,False,축복받은 자,[]
Benedek,The blessed one,boy,True,False,축복받은 자,[]
Benedetto,The blessed one,boy,True,False,축복받은 자,[]
Benedict,The blessed one,boy,True,False,축복받은 자,"{'name': 'lourdes benedicto', 'net_worth': 2000000, 'gender': 'female', 'nationality': 'us', 'occupation': ['actor'], 'birthday': '1974-11-12', 'age': 47, 'is_alive': True}"
Benedito,The blessed one,boy,True,False,축복받은 자,[]
Bengt,The blessed one,boy,True,False,축복받은 자,[]
Bengta,The blessed one,girl,False,True,축복받은 자,[]
Benicio,The blessed one,boy,True,False,축복받은 자,"[{'name': 'benicio del toro', 'net_worth': 45000000, 'gender': 'male', 'nationality': 'pr', 'occupation': ['actor', 'film_producer', 'film_director'], 'height': 1.85, 'birthday': '1967-02-19', 'age': 55, 'is_alive': True}]"
Benita,One who is blessed,girl,False,True,축복받은 자,[]
Benito,The blessed one,boy,True,False,축복받은 자,"{'name': 'benito martinez', 'net_worth': 2000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor', 'voice_actor'], 'height': 1.77, 'birthday': '1971-06-28', 'age': 51, 'is_alive': True}"
Benjamin,Right hand's son,boy,True,False,오른손의 아들,"{'name': 'john benjamin hickey', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor', 'voice_actor'], 'birthday': '1963-06-25', 'age': 59, 'is_alive': True}"
Bennett,The blessed one,boy,True,False,축복받은 자,"{'name': 'bennett miller', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['film_director', 'film_producer', 'cinematographer'], 'birthday': '1966-12-30', 'age': 55, 'is_alive': True}"
Benoit,The blessed one,boy,True,False,축복받은 자,"[{'name': 'chris benoit', 'net_worth': 500000, 'gender': 'male', 'nationality': 'ca', 'occupation': ['wrestler'], 'height': 1.8, 'birthday': '1967-05-21', 'age': 40, 'is_alive': False, 'death': '2007-06-24'}]"
Benson,The blessed one,boy,True,False,축복받은 자,"{'name': 'benson henderson', 'net_worth': 2000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['mixed_martial_artist'], 'height': 1.75, 'birthday': '1983-11-16', 'age': 38, 'is_alive': True}"
Bente,One who is blesssed,girl,False,True,축복받은 자,[]
Bentley,Bent grass clearing,boy,True,False,구부러진 잔디 개간,"{'name': 'wes bentley', 'net_worth': 3000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['actor', 'film_producer'], 'height': 1.8, 'birthday': '1978-09-04', 'age': 44, 'is_alive': True}"
Bento,The blessed one,boy,True,False,축복받은 자,"{'name': 'glen benton', 'net_worth': 400000, 'gender': 'male', 'nationality': 'us', 'occupation': ['singer', 'bassist', 'songwriter', 'musician'], 'height': 1.83, 'birthday': '1967-06-18', 'age': 55, 'is_alive': True}"
Benton,Bent grass homestead,boy,True,False,구부러진 잔디 농가,"{'name': 'glen benton', 'net_worth': 400000, 'gender': 'male', 'nationality': 'us', 'occupation': ['singer', 'bassist', 'songwriter', 'musician'], 'height': 1.83, 'birthday': '1967-06-18', 'age': 55, 'is_alive': True}"
Benz,The blessed one,boy,True,False,축복받은 자,"{'name': 'spragga benz', 'net_worth': 5000000, 'gender': 'male', 'occupation': ['singer', 'actor', 'musician', 'artist'], 'birthday': '1969-05-30', 'age': 53, 'is_alive': True}"
Beowulf,Bear,boy,True,False,곰,[]
Berenger,As brave as a bear,boy,True,False,곰처럼 용감한,"{'name': 'pettifleur berenger', 'net_worth': 1000000}"
Berenice,Victory bearer,girl,False,True,"빅트, y 무기명","{'name': 'berenice marlohe', 'net_worth': 3000000, 'gender': 'female', 'nationality': 'fr', 'occupation': ['actor'], 'height': 1.75, 'birthday': '1979-05-19', 'age': 43, 'is_alive': True}"
Bergljot,Light will save,girl,False,True,빛이 구원할 것이다,[]
Berit,"Powerful, strong",girl,False,True,"강한, 강한",[]
Berk,Man of strength,boy,True,False,힘의 남자,"{'name': 'berkeley breathed', 'net_worth': 5000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['cartoonist', 'illustrator', 'screenwriter', 'author'], 'birthday': '1957-06-21', 'age': 65, 'is_alive': True}"
Berkant,Strong oath,boy,True,False,강한 맹세,[]
Berke,From a fortified castle,boy,True,False,"f에서, 묶인 성","{'name': 'berkeley breathed', 'net_worth': 5000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['cartoonist', 'illustrator', 'screenwriter', 'author'], 'birthday': '1957-06-21', 'age': 65, 'is_alive': True}"
Berkeley,A birch wood,boy,True,False,자작나무,"{'name': 'berkeley breathed', 'net_worth': 5000000, 'gender': 'male', 'nationality': 'us', 'occupation': ['cartoonist', 'illustrator', 'screenwriter', 'author'], 'birthday': '1957-06-21', 'age': 65, 'is_alive': True}"
Berko,Son first born,boy,True,False,"아들 먼저 b, N",[]
Berle,A water parsnip,boy,True,False,물 파스닙,"{'name': 'kimberley walsh', 'net_worth': 10000000, 'gender': 'female', 'nationality': 'gb', 'occupation': ['singer', 'actor', 'songwriter', 'presenter', 'model', 'dancer'], 'height': 1.65, 'birthday': '1981-11-20', 'age': 40, 'is_alive': True}"
Berman,Bear man,boy,True,False,베어맨,"{'name': 'rodger berman', 'net_worth': 5000000}"
Berna,Young woman,girl,False,True,젊은 여성,"{'name': 'gael garcia bernal', 'net_worth': 12000000, 'gender': 'male', 'nationality': 'mx', 'occupation': ['actor', 'film_producer', 'television_producer', 'film_director'], 'height': 1.68, 'birthday': '1978-11-30', 'age': 43, 'is_alive': True}"
