name,impression,meaning,gender
Anacleto,,,m
Anacletus,,,m
Anadi,,,m
Anakin,,,m
Anakletos,,,m
Anakoni,,,m
Analu,,,m
Anan,,,m
Anand,,,m
Anang,,,m
Anani,,,m
Ananias,,,m
Ananta,,,m
Anantakarn,,,m
Ananya,,,m
Anastacio,,,m
Anastagio,,,m
Anastas,,,m
Anastasio,,,m
Anastasios,,,m
Anastasius,,,m
Anasztaz,,,m
Anatol,,,m
Anatole,,,m
Anatoli,,,m
Anatolio,,,m
Anatolios,,,m
Anatoly,,,m
Anbu,,,m
Ancel,,,m
Anchor,,,m
Ancil,,,m
Andal,,,m
Ander,,,m
Anders,,,m
Andersen,,,m
Anderson,,,m
Andjelko,,,m
Andon,,,m
Andra,,,m
Andrae,,,m
Andras,,,m
Andre,,,m
Andrea,,,m
Andreas,,,m
Andrei,,,m
Andrej,,,m
Andre-marie,,,m
Andres,,,m
Andrew,,,m
Andrews,,,m
Andrey,,,m
Andrian,,,m
Andries,,,m
Andrij,,,m
Andrija,,,m
Andru,,,m
Andrzej,,,m
Andy,,,m
Aneirin,,,m
Anekelea,,,m
Aneurin,,,m
Anfernee,,,m
Angel,,,m
Angela,,,m
Angelo,,,m
Angelos,,,m
Angelus,,,m
Angus,,,m
Anibal,,,m
Anicho,,,m
Aniketos,,,m
Anikita,,,m
Anil,,,m
Aniol,,,m
Anisim,,,m
Anjay,,,m
Anjum,,,m
Anku,,,m
Ankur,,,m
Ann,,,m
Anna,,,m
Annas,,,m
Annawon,,,m
Annie,,,m
Ansel,,,m
Ansell,,,m
Anselm,,,m
Anselme,,,m
Anselmo,,,m
Anshu,,,m
Anslem,,,m
Ansley,,,m
Anson,,,m
Antal,,,m
Ante,,,m
Antel,,,m
Antero,,,m
Anthoney,,,m
Anthony,,,m
Antioco,,,m
Antione,,,m
Antoine,,,m
Anton,,,m
Antone,,,m
Antonello,,,m
Antoni,,,m
Antonia,,,m
Antonije,,,m
Antonin,,,m
Antonino,,,m
Antonio,,,m
Antonius,,,m
Antony,,,m
Antshel,,,m
Antti,,,m
Antwain,,,m
Antwan,,,m
Antwon,,,m
Anuenue,,,m
Anwar,,,m
Anzelm,,,m
Aodh,,,m
Aodhagan,,,m
Aonghas,,,m
Apolinary,,,m
Apollinare,,,m
Apollo,,,m
Apollon,,,m
Apollonio,,,m
Apollonius,,,m
Apollos,,,m
Apolonio,,,m
Apoloniusz,,,m
Apostolos,,,m
Appollo,,,m
Appollonios,,,m
Aquarius,,,m
Aquila,,,m
Aquiles,,,m
Aquilino,,,m
Aquilla,,,m
Ara,,,m
Aram,,,m
Aramis,,,m
Aran,,,m
Arasu,,,m
Arba,,,m
Arbie,,,m
Arcadio,,,m
Arch,,,m
Archelaus,,,m
Archer,,,m
Archibald,,,m
Archie,,,m
Archimedes,,,m
Ard,,,m
Ardell,,,m
Arden,,,m
Arduino,,,m
Arek,,,m
Arel,,,m
Aren,,,m
Arend,,,m
Ares,,,m
Arfon,,,m
Ari,,,m
Aric,,,m
Aricin,,,m
Arie,,,m
Ariel,,,m
Aries,,,m
Arif,,,m
Arik,,,m
Arin,,,m
Aristeo,,,m
Aristide,,,m
Aristides,,,m
Aristokles,,,m
Aristotelis,,,m
Aristotle,,,m
Arisztid,,,m
Arius,,,m
Arivoli,,,m
Arjen,,,m
Arjun,,,m
Arjuna,,,m
Arkadi,,,m
Arkadil,,,m
Arkadios,,,m
Arkhip,,,m
Arkhippos,,,m
Arlan,,,m
Arland,,,m
Arleigh,,,m
Arlen,,,m
Arles,,,m
Arley,,,m
Arlie,,,m
Arlin,,,m
Arlington,,,m
Arlis,,,m
Arlo,,,m
Arlyn,,,m
Arman,,,m
Armand,,,m
Armando,,,m
Armani,,,m
Armin,,,m
Armino,,,m
Armond,,,m
Armstead,,,m
Armstrong,,,m
Arnaldo,,,m
Arnaud,,,m
Arnav,,,m
Arnd,,,m
Arne,,,m
Arnett,,,m
Arnie,,,m
Arno,,,m
Arnold,,,m
Arnoldo,,,m
Arnolfo,,,m
Arnoud,,,m
Arnout,,,m
Arnthor,,,m
Arnulfo,,,m
Arnwalt,,,m
Aroldo,,,m
Aron,,,m
Arpiar,,,m
Arquimedes,,,m
Arran,,,m
Arrigo,,,m
Arron,,,m
Arrow,,,m
Arseni,,,m
Arsenije,,,m
Arsenio,,,m
Arsenios,,,m
Arshad,,,m
Art,,,m
Artemas,,,m
Artemi,,,m
Artemio,,,m
Artemus,,,m
Arthel,,,m
Arther,,,m
Arthor,,,m
Arthur,,,m
Artie,,,m
Artis,,,m
Arto,,,m
Artturi,,,m
Artur,,,m
Arturo,,,m
Arty,,,m
Arumugam,,,m
Arun,,,m
Arungedan,,,m
Arvel,,,m
Arvid,,,m
Arvil,,,m
Arvin,,,m
Arvind,,,m
Arvo,,,m
Aryabhata,,,m
Aryan,,,m
Asa,,,m
Asaad,,,m
Asad,,,m
Asael,,,m
Asaf,,,m
Asaiah,,,m
Asaph,,,m
Asberry,,,m
Asbury,,,m
Aseem,,,m
Asen,,,m
Ashby,,,m
Asher,,,m
Ashford,,,m
Ashish,,,m
Ashleigh,,,m
Ashley,,,m
Ashlie,,,m
Ashok,,,m
Ashraf,,,m
Ashton,,,m
Ashur,,,m
Ashvaghosha,,,m
Asid,,,m
Asim,,,m
Asong,,,m
Aspen,,,m
Aston,,,m
Astro,,,m
Atahualpa,,,m
Atalik,,,m
Atanasio,,,m
Atef,,,m
Atha,,,m
Athanase,,,m
Athanasios,,,m
Athanasius,,,m
Athelstan,,,m
Athol,,,m
Athos,,,m
Atif,,,m
Atim,,,m
Atira,,,m
Atkins,,,m
Atlantic,,,m
Atlantis,,,m
Atlas,,,m
Atlee,,,m
Atli,,,m
Atreo,,,m
Atsushi,,,m
Atticus,,,m
Attila,,,m
Attilio,,,m
Attilius,,,m
Atwell,,,m
Atyaananda,,,m
Aubary,,,m
Auberon,,,m
Aubert,,,m
Aubery,,,m
Aubra,,,m
Aubrey,,,m
Auburn,,,m
Aubury,,,m
Auden,,,m
Audey,,,m
Audie,,,m
Audley,,,m
Audrey,,,m
Audy,,,m
Auggie,,,m
Augie,,,m
August,,,m
Augusta,,,m
Auguste,,,m
Augustin,,,m
Augustine,,,m
Augustino,,,m
Augusto,,,m
Augustus,,,m
Augustyn,,,m
Aukai,,,m
Aukelenuiaiku,,,m
Aundray,,,m
Aurel,,,m
Aurele,,,m
Aureli,,,m
Aureliano,,,m
Aurelien,,,m
Aurelio,,,m
Aurelius,,,m
Aureo,,,m
Auron,,,m
Aurthur,,,m
Austen,,,m
Austin,,,m
Auston,,,m
Austyn,,,m
Autha,,,m
Auther,,,m
Author,,,m
Authur,,,m
Autry,,,m
Autumn,,,m
Ava,,,m
Avanindra,,,m
Avdiel,,,m
Avedis,,,m
Avel,,,m
Avellino,,,m
Averell,,,m
Averill,,,m
Averroes,,,m
Avery,,,m
Avgustin,,,m
Avi,,,m
Avia,,,m
Aviah,,,m
Aviel,,,m
Avikar,,,m
Avinash,,,m
Aviram,,,m
Avital,,,m
Aviv,,,m
Avner,,,m
Avon,,,m
Avraham,,,m
Avram,,,m
Avrohom,,,m
Avrom,,,m
Avrum,,,m
Avshalom,,,m
Awais,,,m
Awotwi,,,m
Axa,,,m
Axel,,,m
Axl,,,m
Ayaan,,,m
Ayatollah,,,m
Aydan,,,m
Ayden,,,m
Aydin,,,m
Aylwin,,,m
Ayman,,,m
Aymeen,,,m
Ayo,,,m
Ayomide,,,m
Ayren,,,m
Ayron,,,m
Ayrwode,,,m
Ayvaz,,,m
Az,,,m
Azam,,,m
Azarel,,,m
Azaria,,,m
Azariah,,,m
Azarya,,,m
Azher,,,m
Aziz,,,m
Azizi,,,m
Baako,,,m
Baasu,,,m
Babafemi,,,m
Babar,,,m
Babatunde,,,m
Babe,,,m
Babtysta,,,m
Baby,,,m
Babyboy,,,m
Badar,,,m
Badger,,,m
Badir,,,m
Badr,,,m
Badr-al-din,,,m
Badru,,,m
Badu,,,m
Baha,,,m
Bahari,,,m
Bahati,,,m
Bahaullah,,,m
Bahir,,,m
Bahjat,,,m
Bai,,,m
Bail,,,m
Bailee,,,m
Baileigh,,,m
Bailey,,,m
Bailie,,,m
Baillie,,,m
Baily,,,m
Baird,,,m
Bairn,,,m
Bakari,,,m
Bake,,,m
Baker,,,m
Bakr,,,m
Bala,,,m
Balabhadra,,,m
Balakrishna,,,m
Balarabe,,,m
Balas,,,m
Baldassare,,,m
Baldev,,,m
Baldie,,,m
Baldomero,,,m
Baldovino,,,m
Baldwin,,,m
Balint,,,m
Ballard,,,m
Balraj,,,m
Baltasar,,,m
Balthasar,,,m
Balthazar,,,m
Balu,,,m
Ban,,,m
Bandele,,,m
Bane,,,m
Banks,,,m
Baptist,,,m
Baptista,,,m
Baptiste,,,m
Baqer,,,m
Bar,,,m
Barack,,,m
Barak,,,m
Baraka,,,m
Baram,,,m
Barbara,,,m
Barbod,,,m
Barclay,,,m
Barcley,,,m
Baret,,,m
Bari,,,m
Baris,,,m
Barklay,,,m
Barkley,,,m
Barklie,,,m
Barna,,,m
Barnaba,,,m
Barnabas,,,m
Barnabe,,,m
Barnabee,,,m
Barnabey,,,m
Barnabie,,,m
Barnabus,,,m
Barnaby,,,m
Barnard,,,m
Barnardo,,,m
Barnebas,,,m
Barnebus,,,m
Barnett,,,m
Barney,,,m
Barnhard,,,m
Barnhardo,,,m
Barnie,,,m
Barny,,,m
Baron,,,m
Barra,,,m
Barrat,,,m
Barratt,,,m
Barrclay,,,m
Barret,,,m
Barrett,,,m
Barrette,,,m
Barrey,,,m
Barrie,,,m
Barron,,,m
Barry,,,m
Bart,,,m
Bartalan,,,m
Bartel,,,m
Barth,,,m
Barthelemy,,,m
Barthlomeo,,,m
Bartho,,,m
Bartholomaios,,,m
Bartholomaus,,,m
Bartholome,,,m
Bartholomeus,,,m
Bartholomew,,,m
Bartlet,,,m
Bartlett,,,m
Bartley,,,m
Bartlomiej,,,m
Bartolome,,,m
Bartolomej,,,m
Bartolomeo,,,m
Bartolomeu,,,m
Bartolommeo,,,m
Bartome,,,m
Barton,,,m
Bartram,,,m
Bartt,,,m
Baruch,,,m
Baruj,,,m
Bary,,,m
Bas,,,m
Basant,,,m
Bascom,,,m
Basiano,,,m
Basil,,,m
Basile,,,m
Basileios,,,m
Basilio,,,m
Basilius,,,m
Basim,,,m
Bass,,,m
Bassam,,,m
Bastien,,,m
Bat,,,m
Battista,,,m
Baudilio,,,m
Bautista,,,m
Bax,,,m
Baxter,,,m
Bay,,,m
Bayard,,,m
Baylee,,,m
Bayleigh,,,m
Baylen,,,m
Bayley,,,m
Baylie,,,m
Bayly,,,m
Baz,,,m
Bazil,,,m
Bazyli,,,m
Bazza,,,m
Beacher,,,m
Beal,,,m
Beale,,,m
Beals,,,m
Bear,,,m
Bearach,,,m
Bearnard,,,m
Beatrice,,,m
Beau,,,m
Beauregard,,,m
Beck,,,m
Beckett,,,m
Beckham,,,m
Bede,,,m
Bedford,,,m
Bedrich,,,m
Bee,,,m
Beecher,,,m
Beirne,,,m
Bela,,,m
Belarmino,,,m
Belisario,,,m
Bell,,,m
Bellamy,,,m
Belshazzar,,,m
Belton,,,m
Beltran,,,m
Beltrano,,,m
Ben,,,m
Benaiah,,,m
Benard,,,m
Bendick,,,m
Bendict,,,m
Bendt,,,m
Benedetto,,,m
Benedick,,,m
Benedict,,,m
Benedicto,,,m
Benedictus,,,m
Benedik,,,m
Benedikt,,,m
Benedikte,,,m
Benedykt,,,m
Benejamen,,,m
Benet,,,m
Benett,,,m
Bengt,,,m
Beniamin,,,m
Beniamino,,,m
Benigno,,,m
Benito,,,m
Benjaman,,,m
Benjamen,,,m
Benjamin,,,m
Benjamine,,,m
Benjamino,,,m
Benjamon,,,m
Benji,,,m
Benjie,,,m
Benjiman,,,m
Benjimen,,,m
Benjman,,,m
Benjy,,,m
Benn,,,m
Bennet,,,m
Bennett,,,m
Bennie,,,m
Benny,,,m
Benoit,,,m
Benson,,,m
Bent,,,m
Bentlea,,,m
Bentlee,,,m
Bentley,,,m
Bentlie,,,m
Bently,,,m
Benton,,,m
Benvenuto,,,m
Benyamino,,,m
Benzion,,,m
Beornheard,,,m
Ber,,,m
Berend,,,m
Berg,,,m
Bergen,,,m
Berk,,,m
Berkeley,,,m
Berkely,,,m
Berkie,,,m
Berkley,,,m
Berklie,,,m
Berky,,,m
Berlin,,,m
Berman,,,m
Bern,,,m
Bernard,,,m
Bernardino,,,m
Bernardo,,,m
Bernarr,,,m
Bernat,,,m
Bernd,,,m
Bernhard,,,m
Bernhardo,,,m
Bernice,,,m
Bernie,,,m
Bernt,,,m
Berry,,,m
Bert,,,m
Bertha,,,m
Berthold,,,m
Bertie,,,m
Bertil,,,m
Berto,,,m
Bertok,,,m
Bertoldo,,,m
Bertolt,,,m
Berton,,,m
Bertram,,,m
Bertrand,,,m
Bertrando,,,m
Bertranno,,,m
Bertrem,,,m
Bertrum,,,m
Berty,,,m
Beryl,,,m
Besarion,,,m
Bessie,,,m
Bethel,,,m
Bethlem,,,m
Betty,,,m
Betuel,,,m
Beuford,,,m
Beulah,,,m
Beverlea,,,m
Beverleigh,,,m
Beverley,,,m
Beverlie,,,m
Beverly,,,m
Bevis,,,m
Bhakati,,,m
Bhanu,,,m
Bharat,,,m
Bhaskara,,,m
Bhasvan,,,m
Bhaswar,,,m
Bhavnish,,,m
Bhoja,,,m
Biagio,,,m
Bialas,,,m
Bibi,,,m
Bid,,,m
Biff,,,m
Bijan,,,m
Bilal,,,m
Bill,,,m
Billie,,,m
Billy,,,m
Binh,,,m
Binyamin,,,m
Birch,,,m
Bird,,,m
Biron,,,m
Birt,,,m
Bishop,,,m
Bishvajit,,,m
Bjarne,,,m
Bjarni,,,m
Bjorn,,,m
Bjornsterne,,,m
Blade,,,m
Blagoje,,,m
Blahoslav,,,m
Blain,,,m
Blaine,,,m
Blair,,,m
Blaire,,,m
Blaise,,,m
Blake,,,m
Blakely,,,m
Blanchard,,,m
Blanche,,,m
Blandino,,,m
Blane,,,m
Blas,,,m
Blase,,,m
Blasio,,,m
Blayne,,,m
Blayze,,,m
Blaze,,,m
Bliss,,,m
Bluford,,,m
Bo,,,m
Boaz,,,m
Bob,,,m
Boban,,,m
Bobbi,,,m
Bobbie,,,m
Bobby,,,m
Bode,,,m
Bodhi,,,m
Bogart,,,m
Bogdan,,,m
Bogoljub,,,m
Bogomir,,,m
Boguchwal,,,m
Bogumierz,,,m
Bogumil,,,m
Boguslaw,,,m
Bohdan,,,m
Bohumil,,,m
Bohumir,,,m
Bohuslav,,,m
Bojan,,,m
Bolden,,,m
Boldizsar,,,m
Boleslav,,,m
Boleslaw,,,m
Bomani,,,m
Bonaventura,,,m
Bonaventure,,,m
Bond,,,m
Bonfecio,,,m
Boniface,,,m
Bonifacio,,,m
Bonifacy,,,m
Bonifatius,,,m
Bonner,,,m
Bonnie,,,m
Bono,,,m
Booker,,,m
Boone,,,m
Booth,,,m
Boris,,,m
Borislav,,,m
Borja,,,m
Borna,,,m
Borris,,,m
Borys,,,m
Boryslaw,,,m
Bose,,,m
Boss,,,m
Boston,,,m
Botwe,,,m
Bourey,,,m
Boutros,,,m
Bowen,,,m
Bowie,,,m
Bowman,,,m
Boyce,,,m
Boyd,,,m
Boyde,,,m
Boysie,,,m
Bozidar,,,m
Brad,,,m
Bradden,,,m
Braden,,,m
Bradey,,,m
Bradford,,,m
Bradleigh,,,m
Bradley,,,m
Bradly,,,m
Brady,,,m
Bradyn,,,m
Braeden,,,m
Braedon,,,m
Brahim,,,m
Brahm,,,m
Brahma,,,m
Braiden,,,m
Brain,,,m
Bram,,,m
Bramwell,,,m
Branch,,,m
Brandan,,,m
Branden,,,m
Brandin,,,m
Brandon,,,m
Brandr,,,m
Brandt,,,m
Brandy,,,m
Brandyn,,,m
Branimir,,,m
Branislav,,,m
Branko,,,m
Brannon,,,m
Branson,,,m
Brant,,,m
Brantley,,,m
Branton,,,m
Bratislav,,,m
Bratumil,,,m
Braulio,,,m
Braun,,,m
Braxton,,,m
Bray,,,m
Brayan,,,m
Braydan,,,m
Brayden,,,m
Braydon,,,m
Braylen,,,m
Braylon,,,m
Breandan,,,m
Bren,,,m
Brenda,,,m
Brendan,,,m
Brenden,,,m
Brendon,,,m
Breneman,,,m
Brennan,,,m
Brennen,,,m
Brennon,,,m
Brent,,,m
Brentan,,,m
Brenten,,,m
Brenton,,,m
Bret,,,m
Brett,,,m
Bretton,,,m
Brewster,,,m
Bri,,,m
Brian,,,m
Briant,,,m
Brice,,,m
Brick,,,m
Bricker,,,m
Bridger,,,m
Brien,,,m
Brigg,,,m
Briggs,,,m
Brigham,,,m
Brighton,,,m
Brion,,,m
Bristol,,,m
Brit,,,m
Britt,,,m
Brittany,,,m
Britto,,,m
Britton,,,m
Brizio,,,m
Broc,,,m
Brock,,,m
Brocke,,,m
Broderick,,,m
Brodie,,,m
Brodrick,,,m
Brody,,,m
Brogan,,,m
Bronislav,,,m
Bronislaw,,,m
Bronson,,,m
Bronx,,,m
Brook,,,m
Brooke,,,m
Brooks,,,m
Brown,,,m
Bruce,,,m
Brucie,,,m
Bruno,,,m
Brunon,,,m
Bryan,,,m
Bryant,,,m
Bryce,,,m
Brycen,,,m
Brye,,,m
Bryen,,,m
Bryent,,,m
Bryn,,,m
Brynmor,,,m
Brynn,,,m
Bryon,,,m
Bryse,,,m
Bryson,,,m
Bryton,,,m
Bubba,,,m
Bubbah,,,m
Bucardo,,,m
Buchanan,,,m
Buck,,,m
Buckley,,,m
Bucky,,,m
Bud,,,m
Budd,,,m
Buddie,,,m
Buddy,,,m
Budimir,,,m
Budislav,,,m
Budzislaw,,,m
Buel,,,m
Buell,,,m
Buenaventura,,,m
Buford,,,m
Bullet,,,m
Bunk,,,m
Burdette,,,m
Buren,,,m
Burgess,,,m
Burk,,,m
Burke,,,m
Burl,,,m
Burleigh,,,m
Burley,,,m
Burnaby,,,m
Burnard,,,m
Burnell,,,m
Burnett,,,m
Burney,,,m
Burnice,,,m
Burnie,,,m
Burns,,,m
Burr,,,m
Burrel,,,m
Burrell,,,m
Burrhus,,,m
Burt,,,m
Burton,,,m
Burty,,,m
Bush,,,m
Bushrod,,,m
Buster,,,m
Butch,,,m
Butler,,,m
Button,,,m
Buu,,,m
Buzz,,,m
Byll,,,m
Bynum,,,m
Byran,,,m
Byrd,,,m
Byron,,,m
Byrum,,,m
C.j.,,,m
Caalum,,,m
Cabot,,,m
Cacey,,,m
Cadao,,,m
Cade,,,m
Cadell,,,m
Caden,,,m
Cadfael,,,m
Cadogan,,,m
Caecilius,,,m
Cael,,,m
Caelan,,,m
Caesar,,,m
Caesarius,,,m
Cahal,,,m
Caiden,,,m
Cain,,,m
Cainnech,,,m
Caio,,,m
Caiside,,,m
Caius,,,m
Cal,,,m
Calbraith,,,m
Cale,,,m
Caleb,,,m
Calhoun,,,m
Calix,,,m
Calixto,,,m
Callaghan,,,m
Callahan,,,m
Callan,,,m
Callen,,,m
Callie,,,m
Callistus,,,m
Callum,,,m
Calogero,,,m
Calum,,,m
Calvin,,,m
Calvino,,,m
Cam,,,m
Camden,,,m
Camdyn,,,m
Cameron,,,m
Camille,,,m
Camillo,,,m
Camillus,,,m
Camilo,,,m
Campbell,,,m
Camran,,,m
Camren,,,m
Camron,,,m
Camryn,,,m
Can,,,m
Canaan,,,m
Candelario,,,m
Candide,,,m
Candido,,,m
Cannon,,,m
Canon,,,m
Canyon,,,m
Caoimhin,,,m
Caolan,,,m
Cap,,,m
Captain,,,m
Caradoc,,,m
Carel,,,m
Carey,,,m
Carl,,,m
Carleton,,,m
Carlie,,,m
Carlisle,,,m
Carlo,,,m
Carlos,,,m
Carlton,,,m
Carlyle,,,m
Carmel,,,m
Carmelo,,,m
Carmen,,,m
Carmine,,,m
Carnell,,,m
Carnes,,,m
Carney,,,m
Carol,,,m
Caroline,,,m
Carollus,,,m
Carolos,,,m
Carolus,,,m
Carolyn,,,m
Carr,,,m
Carrie,,,m
Carrol,,,m
Carroll,,,m
Carsen,,,m
Carson,,,m
Carsten,,,m
Carter,,,m
Carver,,,m
Cary,,,m
Caryl,,,m
Cas,,,m
Casca,,,m
Case,,,m
Casen,,,m
Casey,,,m
Cash,,,m
Casimer,,,m
Casimir,,,m
Casimiro,,,m
Cason,,,m
Caspar,,,m
Casper,,,m
Cass,,,m
Cassidy,,,m
Cassie,,,m
Cassius,,,m
Caswell,,,m
Casy,,,m
Catfish,,,m
Cathal,,,m
Cathan,,,m
Cathaoir,,,m
Catharnaigh,,,m
Cathasaigh,,,m
Catherine,,,m
Cato,,,m
Cavan,,,m
Cayce,,,m
Cayden,,,m
Cayetano,,,m
Ceadda,,,m
Ceallach,,,m
Ceallachan,,,m
Ceasar,,,m
Cecil,,,m
Cecilio,,,m
Cecyl,,,m
Cedric,,,m
Cedrick,,,m
Celeborn,,,m
Celestino,,,m
Celino,,,m
Celio,,,m
Celso,,,m
Cephas,,,m
Cephus,,,m
Cerdic,,,m
Ceredig,,,m
Cesar,,,m
Cesare,,,m
Cesco,,,m
Cetanwakuwa,,,m
Cevin,,,m
Ceylon,,,m
Cezar,,,m
Chace,,,m
Chad,,,m
Chadd,,,m
Chadley,,,m
Chadrick,,,m
Chadwick,,,m
Chai,,,m
Chaim,,,m
Chaitanya,,,m
Chaka,,,m
Chalmer,,,m
Chalmers,,,m
Cham,,,m
Chaman,,,m
Champ,,,m
Chan,,,m
Chanan,,,m
Chananiah,,,m
Chananya,,,m
Chance,,,m
Chancellor,,,m
Chancey,,,m
Chancy,,,m
Chand,,,m
Chandak,,,m
Chandan,,,m
Chander,,,m
Chandler,,,m
Chandra,,,m
Chandrabha,,,m
Chandrak,,,m
Chandrakant,,,m
Chandraraj,,,m
Chandresh,,,m
Chang,,,m
Chanin,,,m
Chankrishna,,,m
Channing,,,m
Channon,,,m
Chapel,,,m
Chapman,,,m
Charaka,,,m
Charle,,,m
Charles,,,m
Charles-edouard,,,m
Charles-louis,,,m
Charley,,,m
Charlie,,,m
Charlot,,,m
Charls,,,m
Charlton,,,m
Charly,,,m
Charudatta,,,m
Charvaka,,,m
Chas,,,m
Chase,,,m
Chaska,,,m
Chau,,,m
Chauncey,,,m
Chauncy,,,m
Chavez,,,m
Chawn,,,m
Chayden,,,m
Chayil,,,m
Chayim,,,m
Chayton,,,m
Chaz,,,m
Chazz,,,m
Che,,,m
Chelsea,,,m
Chen,,,m
Cheng,,,m
Cherub,,,m
Cheryl,,,m
Chesley,,,m
Chester,,,m
Cheston,,,m
Chet,,,m
Chevy,,,m
Cheyenne,,,m
Chi,,,m
Chicago,,,m
Chick,,,m
Chico,,,m
Chijioke,,,m
Chike,,,m
Chileogu,,,m
Chim,,,m
Chima,,,m
Chimaijem,,,m
Chin,,,m
Chinelo,,,m
Chineze,,,m
Chintak,,,m
Chinua,,,m
Chioke,,,m
Chip,,,m
Chiranjiv,,,m
Chirayu,,,m
Chong,,,m
Chris,,,m
Christ,,,m
Christiaan,,,m
Christian,,,m
Christianus,,,m
Christie,,,m
Christina,,,m
Christion,,,m
Christmas,,,m
Christof,,,m
Christoffer,,,m
Christop,,,m
Christoper,,,m
Christoph,,,m
Christophe,,,m
Christopher,,,m
Christos,,,m
Christy,,,m
Chriztian,,,m
Chu,,,m
Chuck,,,m
Chuckie,,,m
Chucky,,,m
Chukwubuikem,,,m
Chung,,,m
Chwalibog,,,m
Cian,,,m
Ciaran,,,m
Cicero,,,m
Cillian,,,m
Cinaed,,,m
Cinneidigh,,,m
Cipriano,,,m
Ciriaco,,,m
Cirillo,,,m
Cirilo,,,m
Ciro,,,m
Clabe,,,m
Claiborne,,,m
Clair,,,m
Claire,,,m
Clancey,,,m
Clancy,,,m
Clara,,,m
Clarance,,,m
Clare,,,m
Clarence,,,m
Clarensis,,,m
Clark,,,m
Clarke,,,m
Clarkson,,,m
Clarnce,,,m
Clas,,,m
Claud,,,m
Claude,,,m
Claudell,,,m
Claudian,,,m
Claudie,,,m
Claudio,,,m
Claudius,,,m
Claus,,,m
Clay,,,m
Clayton,,,m
Cleandro,,,m
Clearence,,,m
Cleave,,,m
Cleavon,,,m
Cledwyn,,,m
Clelio,,,m
Clell,,,m
Clem,,,m
Clemence,,,m
Clemens,,,m
Clement,,,m
Clemente,,,m
Clemmie,,,m
Clemon,,,m
Cleo,,,m
Cleon,,,m
Cletus,,,m
Cleve,,,m
Cleveland,,,m
Clide,,,m
Cliff,,,m
Cliffie,,,m
Clifford,,,m
Clifton,,,m
Clint,,,m
Clinton,,,m
Clio,,,m
Clitus,,,m
Clive,,,m
Clovis,,,m
Cloyd,,,m
Clyde,,,m
Clyve,,,m
Coby,,,m
Cochise,,,m
Codaye,,,m
Codey,,,m
Codi,,,m
Codie,,,m
Cody,,,m
Coen,,,m
Cohen,,,m
Cola,,,m
Colbert,,,m
Colby,,,m
Cole,,,m
Coleman,,,m
Colen,,,m
Coleton,,,m
Coley,,,m
Colie,,,m
Colin,,,m
Collen,,,m
Collett,,,m
Colley,,,m
Collie,,,m
Collier,,,m
Collin,,,m
Collins,,,m
Collis,,,m
Collyn,,,m
Colm,,,m
Colman,,,m
Colombain,,,m
Colon,,,m
Colonel,,,m
Colt,,,m
Colten,,,m
Colter,,,m
Colton,,,m
Colum,,,m
Columba,,,m
Columbano,,,m
Columbus,,,m
Colvin,,,m
Colyn,,,m
Commodore,,,m
Con,,,m
Conall,,,m
Conan,,,m
Conard,,,m
Concetto,,,m
Conchobhar,,,m
Concobhar,,,m
Condon,,,m
Confucius,,,m
Cong,,,m
Conleth,,,m
Conley,,,m
Conn,,,m
Connell,,,m
Conner,,,m
Connie,,,m
Connolly,,,m
Connor,,,m
Cono,,,m
Conor,,,m
Conrad,,,m
Conrado,,,m
Constance,,,m
Constans,,,m
Constant,,,m
Constantin,,,m
Constantine,,,m
Constantinos,,,m
Constantinus,,,m
Conway,,,m
Coolidge,,,m
Cooney,,,m
Cooper,,,m
Cor,,,m
Cora,,,m
Corban,,,m
Corbett,,,m
Corbin,,,m
Corbinian,,,m
Corby,,,m
Corbyn,,,m
Cord,,,m
Cordaro,,,m
Cordel,,,m
Cordell,,,m
Cordero,,,m
Coree,,,m
Coreonte,,,m
Corey,,,m
Corie,,,m
Corin,,,m
Corliss,,,m
Cormac,,,m
Cormiac,,,m
Corneille,,,m
Cornel,,,m
Cornelio,,,m
Cornelious,,,m
Cornelis,,,m
Cornelius,,,m
Cornell,,,m
Corney,,,m
Cornie,,,m
Cornilius,,,m
Corrado,,,m
Correy,,,m
Corry,,,m
Cors,,,m
Cort,,,m
Cortez,,,m
Cortney,,,m
Corvus,,,m
Corwin,,,m
Cory,,,m
Cosimo,,,m
Cosmas,,,m
Cosme,,,m
Cosmo,,,m
Costantino,,,m
Costanzo,,,m
Cotton,,,m
Coty,,,m
Council,,,m
Courtenay,,,m
Courtland,,,m
Courtnay,,,m
Courtney,,,m
Coy,,,m
Craig,,,m
Craiston,,,m
Crandall,,,m
Crastein,,,m
Craston,,,m
Crawford,,,m
Crayston,,,m
Crayton,,,m
Creed,,,m
Creighton,,,m
Crevan,,,m
Crew,,,m
Cris,,,m
Crisanto,,,m
Crisoforo,,,m
Crispin,,,m
Crispus,,,m
Cristian,,,m
Cristiano,,,m
Cristino,,,m
Cristo,,,m
Cristobal,,,m
Cristofer,,,m
Cristofor,,,m
Cristoforo,,,m
Cristopher,,,m
Crockett,,,m
Crosbie,,,m
Crosby,,,m
Crostin,,,m
Croston,,,m
Crostone,,,m
Croustone,,,m
Crown,,,m
Cruz,,,m
Crystal,,,m
Ctibor,,,m
Cullen,,,m
Cully,,,m
Curley,,,m
Curro,,,m
Curt,,,m
Curtice,,,m
Curtis,,,m
Curtiss,,,m
